"REF_DATE","GEO","DGUID","Type of vehicle","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Manitoba","2016A000246","Total, vehicle registrations","Number","223","units ","0","v1456796","8.1","978811","","","","0"
"2010","Manitoba","2016A000246","Total, road motor vehicle registrations","Number","223","units ","0","v1456797","8.2","763919","","","","0"
"2010","Manitoba","2016A000246","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456798","8.3","706901","","","","0"
"2010","Manitoba","2016A000246","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456799","8.4","15556","","","","0"
"2010","Manitoba","2016A000246","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456800","8.5","23797","","","","0"
"2010","Manitoba","2016A000246","Buses","Number","223","units ","0","v1456801","8.6","3976","","","","0"
"2010","Manitoba","2016A000246","Motorcycles and mopeds","Number","223","units ","0","v1456802","8.7","13689","","","","0"
"2010","Manitoba","2016A000246","Trailers","Number","223","units ","0","v1456803","8.8","150112","","","","0"
"2010","Manitoba","2016A000246","Off-road, construction, farm vehicles","Number","223","units ","0","v1456804","8.9","64780","","","","0"
"2010","Saskatchewan","2016A000247","Total, vehicle registrations","Number","223","units ","0","v1456805","9.1","1025907","","","","0"
"2010","Saskatchewan","2016A000247","Total, road motor vehicle registrations","Number","223","units ","0","v1456806","9.2","831311","","","","0"
"2010","Saskatchewan","2016A000247","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456807","9.3","740394","","","","0"
"2010","Saskatchewan","2016A000247","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456808","9.4","42722","","","","0"
"2010","Saskatchewan","2016A000247","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456809","9.5","33274","","","","0"
"2010","Saskatchewan","2016A000247","Buses","Number","223","units ","0","v1456810","9.6","3772","","","","0"
"2010","Saskatchewan","2016A000247","Motorcycles and mopeds","Number","223","units ","0","v1456811","9.7","11149","","","","0"
"2010","Saskatchewan","2016A000247","Trailers","Number","223","units ","0","v1456812","9.8","186970","","","","0"
"2010","Saskatchewan","2016A000247","Off-road, construction, farm vehicles","Number","223","units ","0","v1456813","9.9","7626","","","","0"
"2010","Alberta","2016A000248","Total, vehicle registrations","Number","223","units ","0","v1456814","10.1","4282681","","","","0"
"2010","Alberta","2016A000248","Total, road motor vehicle registrations","Number","223","units ","0","v1456815","10.2","2993137","","","","0"
"2010","Alberta","2016A000248","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456816","10.3","2646210","","","","0"
"2010","Alberta","2016A000248","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456817","10.4","135411","","","","0"
"2010","Alberta","2016A000248","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456818","10.5","89631","","","","0"
"2010","Alberta","2016A000248","Buses","Number","223","units ","0","v1456819","10.6","15213","","","","0"
"2010","Alberta","2016A000248","Motorcycles and mopeds","Number","223","units ","0","v1456820","10.7","106672","","","","0"
"2010","Alberta","2016A000248","Trailers","Number","223","units ","0","v1456821","10.8","1107947","","","","0"
"2010","Alberta","2016A000248","Off-road, construction, farm vehicles","Number","223","units ","0","v1456822","10.9","181597","","","","0"
"2010","British Columbia","2016A000259","Total, vehicle registrations","Number","223","units ","0","v1456823","11.1","3236166","","","","0"
"2010","British Columbia","2016A000259","Total, road motor vehicle registrations","Number","223","units ","0","v1456824","11.2","2835358","","","","0"
"2010","British Columbia","2016A000259","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456825","11.3","2644087","","","","0"
"2010","British Columbia","2016A000259","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456826","11.4","86961","","","","0"
"2010","British Columbia","2016A000259","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456827","11.5","36702","","","","0"
"2010","British Columbia","2016A000259","Buses","Number","223","units ","0","v1456828","11.6","9702","","","","0"
"2010","British Columbia","2016A000259","Motorcycles and mopeds","Number","223","units ","0","v1456829","11.7","57906","","","","0"
"2010","British Columbia","2016A000259","Trailers","Number","223","units ","0","v1456830","11.8","381383","","","","0"
"2010","British Columbia","2016A000259","Off-road, construction, farm vehicles","Number","223","units ","0","v1456831","11.9","19425","","","","0"
"2010","Yukon","2016A000260","Total, vehicle registrations","Number","223","units ","0","v1456832","12.1","47525","","","","0"
"2010","Yukon","2016A000260","Total, road motor vehicle registrations","Number","223","units ","0","v1456833","12.2","33750","","","","0"
"2010","Yukon","2016A000260","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456834","12.3","28546","","","","0"
"2010","Yukon","2016A000260","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456835","12.4","2367","","","","0"
"2010","Yukon","2016A000260","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456836","12.5","1522","","","","0"
"2010","Yukon","2016A000260","Buses","Number","223","units ","0","v1456837","12.6","327","","","","0"
"2010","Yukon","2016A000260","Motorcycles and mopeds","Number","223","units ","0","v1456838","12.7","988","","","","0"
"2010","Yukon","2016A000260","Trailers","Number","223","units ","0","v1456839","12.8","12580","","","","0"
"2010","Yukon","2016A000260","Off-road, construction, farm vehicles","Number","223","units ","0","v1456840","12.9","1195","","","","0"
"2010","Northwest Territories","2016A000261","Total, vehicle registrations","Number","223","units ","0","v1456841","13.1","31320","","","","0"
"2010","Northwest Territories","2016A000261","Total, road motor vehicle registrations","Number","223","units ","0","v1456842","13.2","24989","","","","0"
"2010","Northwest Territories","2016A000261","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456843","13.3","21499","","","","0"
"2010","Northwest Territories","2016A000261","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456844","13.4","1504","","","","0"
"2010","Northwest Territories","2016A000261","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456845","13.5","1139","","","","0"
"2010","Northwest Territories","2016A000261","Buses","Number","223","units ","0","v1456846","13.6","135","","","","0"
"2010","Northwest Territories","2016A000261","Motorcycles and mopeds","Number","223","units ","0","v1456847","13.7","712","","","","0"
"2010","Northwest Territories","2016A000261","Trailers","Number","223","units ","0","v1456848","13.8","4913","","","","0"
"2010","Northwest Territories","2016A000261","Off-road, construction, farm vehicles","Number","223","units ","0","v1456849","13.9","1418","","","","0"
"2010","Nunavut","2016A000262","Total, vehicle registrations","Number","223","units ","0","v1456850","14.1","5701","","","","0"
"2010","Nunavut","2016A000262","Total, road motor vehicle registrations","Number","223","units ","0","v1456851","14.2","4434","","","","0"
"2010","Nunavut","2016A000262","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456852","14.3","3844","","","","0"
"2010","Nunavut","2016A000262","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456853","14.4","219","","","","0"
"2010","Nunavut","2016A000262","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456854","14.5","297","","","","0"
"2010","Nunavut","2016A000262","Buses","Number","223","units ","0","v1456855","14.6","24","","","","0"
"2010","Nunavut","2016A000262","Motorcycles and mopeds","Number","223","units ","0","v1456856","14.7","50","","","","0"
"2010","Nunavut","2016A000262","Trailers","Number","223","units ","0","v1456857","14.8","106","","","","0"
"2010","Nunavut","2016A000262","Off-road, construction, farm vehicles","Number","223","units ","0","v1456858","14.9","1161","","","","0"
"2011","Canada","2016A000011124","Total, vehicle registrations","Number","223","units ","0","v1456733","1.1","30368112","","","","0"
"2011","Canada","2016A000011124","Total, road motor vehicle registrations","Number","223","units ","0","v1456734","1.2","22246916","","","","0"
"2011","Canada","2016A000011124","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456735","1.3","20608101","","","","0"
"2011","Canada","2016A000011124","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456736","1.4","505702","","","","0"
"2011","Canada","2016A000011124","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456737","1.5","415422","","","","0"
"2011","Canada","2016A000011124","Buses","Number","223","units ","0","v1456738","1.6","86594","","","","0"
"2011","Canada","2016A000011124","Motorcycles and mopeds","Number","223","units ","0","v1456739","1.7","631097","","","","0"
"2011","Canada","2016A000011124","Trailers","Number","223","units ","0","v1456740","1.8","6175560","","","","0"
"2011","Canada","2016A000011124","Off-road, construction, farm vehicles","Number","223","units ","0","v1456741","1.9","1945636","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Total, vehicle registrations","Number","223","units ","0","v1456742","2.1","591644","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Total, road motor vehicle registrations","Number","223","units ","0","v1456743","2.2","356294","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456744","2.3","330263","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456745","2.4","5740","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456746","2.5","4946","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Buses","Number","223","units ","0","v1456747","2.6","1394","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Motorcycles and mopeds","Number","223","units ","0","v1456748","2.7","13951","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Trailers","Number","223","units ","0","v1456749","2.8","52605","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Off-road, construction, farm vehicles","Number","223","units ","0","v1456750","2.9","182745","","","","0"
"2011","Prince Edward Island","2016A000211","Total, vehicle registrations","Number","223","units ","0","v1456751","3.1","111380","","","","0"
"2011","Prince Edward Island","2016A000211","Total, road motor vehicle registrations","Number","223","units ","0","v1456752","3.2","96383","","","","0"
"2011","Prince Edward Island","2016A000211","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456753","3.3","87976","","","","0"
"2011","Prince Edward Island","2016A000211","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456754","3.4","1781","","","","0"
"2011","Prince Edward Island","2016A000211","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456755","3.5","3184","","","","0"
"2011","Prince Edward Island","2016A000211","Buses","Number","223","units ","0","v1456756","3.6","112","","","","0"
"2011","Prince Edward Island","2016A000211","Motorcycles and mopeds","Number","223","units ","0","v1456757","3.7","3330","","","","0"
"2011","Prince Edward Island","2016A000211","Trailers","Number","223","units ","0","v1456758","3.8","13170","","","","0"
"2011","Prince Edward Island","2016A000211","Off-road, construction, farm vehicles","Number","223","units ","0","v1456759","3.9","1827","","","","0"
"2011","Nova Scotia","2016A000212","Total, vehicle registrations","Number","223","units ","0","v1456760","4.1","711599","","","","0"
"2011","Nova Scotia","2016A000212","Total, road motor vehicle registrations","Number","223","units ","0","v1456761","4.2","603198","","","","0"
"2011","Nova Scotia","2016A000212","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456762","4.3","562996","","","","0"
"2011","Nova Scotia","2016A000212","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456763","4.4","10412","","","","0"
"2011","Nova Scotia","2016A000212","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456764","4.5","9464","","","","0"
"2011","Nova Scotia","2016A000212","Buses","Number","223","units ","0","v1456765","4.6","1999","","","","0"
"2011","Nova Scotia","2016A000212","Motorcycles and mopeds","Number","223","units ","0","v1456766","4.7","18327","","","","0"
"2011","Nova Scotia","2016A000212","Trailers","Number","223","units ","0","v1456767","4.8","53454","","","","0"
"2011","Nova Scotia","2016A000212","Off-road, construction, farm vehicles","Number","223","units ","0","v1456768","4.9","54947","","","","0"
"2011","New Brunswick","2016A000213","Total, vehicle registrations","Number","223","units ","0","v1456769","5.1","683465","","","","0"
"2011","New Brunswick","2016A000213","Total, road motor vehicle registrations","Number","223","units ","0","v1456770","5.2","550901","","","","0"
"2011","New Brunswick","2016A000213","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456771","5.3","508423","","","","0"
"2011","New Brunswick","2016A000213","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456772","5.4","7513","","","","0"
"2011","New Brunswick","2016A000213","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456773","5.5","12275","","","","0"
"2011","New Brunswick","2016A000213","Buses","Number","223","units ","0","v1456774","5.6","3096","","","","0"
"2011","New Brunswick","2016A000213","Motorcycles and mopeds","Number","223","units ","0","v1456775","5.7","19594","","","","0"
"2011","New Brunswick","2016A000213","Trailers","Number","223","units ","0","v1456776","5.8","86349","","","","0"
"2011","New Brunswick","2016A000213","Off-road, construction, farm vehicles","Number","223","units ","0","v1456777","5.9","46215","","","","0"
"2011","Quebec","2016A000224","Total, vehicle registrations","Number","223","units ","0","v1456778","6.1","7603302","","","","0"
"2011","Quebec","2016A000224","Total, road motor vehicle registrations","Number","223","units ","0","v1456779","6.2","5127622","","","","0"
"2011","Quebec","2016A000224","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456780","6.3","4787638","","","","0"
"2011","Quebec","2016A000224","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456781","6.4","64134","","","","0"
"2011","Quebec","2016A000224","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456782","6.5","75534","","","","0"
"2011","Quebec","2016A000224","Buses","Number","223","units ","0","v1456783","6.6","17832","","","","0"
"2011","Quebec","2016A000224","Motorcycles and mopeds","Number","223","units ","0","v1456784","6.7","182484","","","","0"
"2011","Quebec","2016A000224","Trailers","Number","223","units ","0","v1456785","6.8","1743052","","","","0"
"2011","Quebec","2016A000224","Off-road, construction, farm vehicles","Number","223","units ","0","v1456786","6.9","732628","","","","0"
"2011","Ontario","2016A000235","Total, vehicle registrations","Number","223","units ","0","v1456787","7.1","10835935","","","","0"
"2011","Ontario","2016A000235","Total, road motor vehicle registrations","Number","223","units ","0","v1456788","7.2","7880415","","","","0"
"2011","Ontario","2016A000235","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456789","7.3","7424967","","","","0"
"2011","Ontario","2016A000235","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456790","7.4","113885","","","","0"
"2011","Ontario","2016A000235","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456791","7.5","114242","","","","0"
"2011","Ontario","2016A000235","Buses","Number","223","units ","0","v1456792","7.6","29079","","","","0"
"2011","Ontario","2016A000235","Motorcycles and mopeds","Number","223","units ","0","v1456793","7.7","198242","","","","0"
"2011","Ontario","2016A000235","Trailers","Number","223","units ","0","v1456794","7.8","2310642","","","","0"
"2011","Ontario","2016A000235","Off-road, construction, farm vehicles","Number","223","units ","0","v1456795","7.9","644878","","","","0"
"2011","Manitoba","2016A000246","Total, vehicle registrations","Number","223","units ","0","v1456796","8.1","1007689","","","","0"
"2011","Manitoba","2016A000246","Total, road motor vehicle registrations","Number","223","units ","0","v1456797","8.2","780979","","","","0"
"2011","Manitoba","2016A000246","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456798","8.3","721021","","","","0"
"2011","Manitoba","2016A000246","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456799","8.4","16401","","","","0"
"2011","Manitoba","2016A000246","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456800","8.5","24881","","","","0"
"2011","Manitoba","2016A000246","Buses","Number","223","units ","0","v1456801","8.6","3964","","","","0"
"2011","Manitoba","2016A000246","Motorcycles and mopeds","Number","223","units ","0","v1456802","8.7","14712","","","","0"
"2011","Manitoba","2016A000246","Trailers","Number","223","units ","0","v1456803","8.8","158285","","","","0"
"2011","Manitoba","2016A000246","Off-road, construction, farm vehicles","Number","223","units ","0","v1456804","8.9","68425","","","","0"
"2011","Saskatchewan","2016A000247","Total, vehicle registrations","Number","223","units ","0","v1456805","9.1","1058629","","","","0"
"2011","Saskatchewan","2016A000247","Total, road motor vehicle registrations","Number","223","units ","0","v1456806","9.2","854894","","","","0"
"2011","Saskatchewan","2016A000247","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456807","9.3","756623","","","","0"
"2011","Saskatchewan","2016A000247","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456808","9.4","45307","","","","0"
"2011","Saskatchewan","2016A000247","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456809","9.5","35431","","","","0"
"2011","Saskatchewan","2016A000247","Buses","Number","223","units ","0","v1456810","9.6","3767","","","","0"
"2011","Saskatchewan","2016A000247","Motorcycles and mopeds","Number","223","units ","0","v1456811","9.7","13766","","","","0"
"2011","Saskatchewan","2016A000247","Trailers","Number","223","units ","0","v1456812","9.8","196899","","","","0"
"2011","Saskatchewan","2016A000247","Off-road, construction, farm vehicles","Number","223","units ","0","v1456813","9.9","6836","","","","0"
"2011","Alberta","2016A000248","Total, vehicle registrations","Number","223","units ","0","v1456814","10.1","4402874","","","","0"
"2011","Alberta","2016A000248","Total, road motor vehicle registrations","Number","223","units ","0","v1456815","10.2","3064320","","","","0"
"2011","Alberta","2016A000248","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456816","10.3","2702591","","","","0"
"2011","Alberta","2016A000248","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456817","10.4","144248","","","","0"
"2011","Alberta","2016A000248","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456818","10.5","95006","","","","0"
"2011","Alberta","2016A000248","Buses","Number","223","units ","0","v1456819","10.6","15191","","","","0"
"2011","Alberta","2016A000248","Motorcycles and mopeds","Number","223","units ","0","v1456820","10.7","107284","","","","0"
"2011","Alberta","2016A000248","Trailers","Number","223","units ","0","v1456821","10.8","1154605","","","","0"
"2011","Alberta","2016A000248","Off-road, construction, farm vehicles","Number","223","units ","0","v1456822","10.9","183949","","","","0"
"2011","British Columbia","2016A000259","Total, vehicle registrations","Number","223","units ","0","v1456823","11.1","3274874","","","","0"
"2011","British Columbia","2016A000259","Total, road motor vehicle registrations","Number","223","units ","0","v1456824","11.2","2866961","","","","0"
"2011","British Columbia","2016A000259","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456825","11.3","2670522","","","","0"
"2011","British Columbia","2016A000259","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456826","11.4","91838","","","","0"
"2011","British Columbia","2016A000259","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456827","11.5","37357","","","","0"
"2011","British Columbia","2016A000259","Buses","Number","223","units ","0","v1456828","11.6","9638","","","","0"
"2011","British Columbia","2016A000259","Motorcycles and mopeds","Number","223","units ","0","v1456829","11.7","57606","","","","0"
"2011","British Columbia","2016A000259","Trailers","Number","223","units ","0","v1456830","11.8","388501","","","","0"
"2011","British Columbia","2016A000259","Off-road, construction, farm vehicles","Number","223","units ","0","v1456831","11.9","19412","","","","0"
"2011","Yukon","2016A000260","Total, vehicle registrations","Number","223","units ","0","v1456832","12.1","49170","","","","0"
"2011","Yukon","2016A000260","Total, road motor vehicle registrations","Number","223","units ","0","v1456833","12.2","35155","","","","0"
"2011","Yukon","2016A000260","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456834","12.3","29552","","","","0"
"2011","Yukon","2016A000260","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456835","12.4","2628","","","","0"
"2011","Yukon","2016A000260","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456836","12.5","1627","","","","0"
"2011","Yukon","2016A000260","Buses","Number","223","units ","0","v1456837","12.6","357","","","","0"
"2011","Yukon","2016A000260","Motorcycles and mopeds","Number","223","units ","0","v1456838","12.7","991","","","","0"
"2011","Yukon","2016A000260","Trailers","Number","223","units ","0","v1456839","12.8","12762","","","","0"
"2011","Yukon","2016A000260","Off-road, construction, farm vehicles","Number","223","units ","0","v1456840","12.9","1253","","","","0"
"2011","Northwest Territories","2016A000261","Total, vehicle registrations","Number","223","units ","0","v1456841","13.1","31760","","","","0"
"2011","Northwest Territories","2016A000261","Total, road motor vehicle registrations","Number","223","units ","0","v1456842","13.2","25213","","","","0"
"2011","Northwest Territories","2016A000261","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456843","13.3","21580","","","","0"
"2011","Northwest Territories","2016A000261","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456844","13.4","1576","","","","0"
"2011","Northwest Territories","2016A000261","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456845","13.5","1174","","","","0"
"2011","Northwest Territories","2016A000261","Buses","Number","223","units ","0","v1456846","13.6","132","","","","0"
"2011","Northwest Territories","2016A000261","Motorcycles and mopeds","Number","223","units ","0","v1456847","13.7","751","","","","0"
"2011","Northwest Territories","2016A000261","Trailers","Number","223","units ","0","v1456848","13.8","5096","","","","0"
"2011","Northwest Territories","2016A000261","Off-road, construction, farm vehicles","Number","223","units ","0","v1456849","13.9","1451","","","","0"
"2011","Nunavut","2016A000262","Total, vehicle registrations","Number","223","units ","0","v1456850","14.1","5791","","","","0"
"2011","Nunavut","2016A000262","Total, road motor vehicle registrations","Number","223","units ","0","v1456851","14.2","4581","","","","0"
"2011","Nunavut","2016A000262","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456852","14.3","3949","","","","0"
"2011","Nunavut","2016A000262","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456853","14.4","239","","","","0"
"2011","Nunavut","2016A000262","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456854","14.5","301","","","","0"
"2011","Nunavut","2016A000262","Buses","Number","223","units ","0","v1456855","14.6","33","","","","0"
"2011","Nunavut","2016A000262","Motorcycles and mopeds","Number","223","units ","0","v1456856","14.7","59","","","","0"
"2011","Nunavut","2016A000262","Trailers","Number","223","units ","0","v1456857","14.8","140","","","","0"
"2011","Nunavut","2016A000262","Off-road, construction, farm vehicles","Number","223","units ","0","v1456858","14.9","1070","","","","0"
"2012","Canada","2016A000011124","Total, vehicle registrations","Number","223","units ","0","v1456733","1.1","30763183","","","","0"
"2012","Canada","2016A000011124","Total, road motor vehicle registrations","Number","223","units ","0","v1456734","1.2","22366270","","","","0"
"2012","Canada","2016A000011124","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456735","1.3","20651993","","","","0"
"2012","Canada","2016A000011124","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456736","1.4","533824","","","","0"
"2012","Canada","2016A000011124","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456737","1.5","431614","","","","0"
"2012","Canada","2016A000011124","Buses","Number","223","units ","0","v1456738","1.6","87387","","","","0"
"2012","Canada","2016A000011124","Motorcycles and mopeds","Number","223","units ","0","v1456739","1.7","661452","","","","0"
"2012","Canada","2016A000011124","Trailers","Number","223","units ","0","v1456740","1.8","6427278","","","","0"
"2012","Canada","2016A000011124","Off-road, construction, farm vehicles","Number","223","units ","0","v1456741","1.9","1969635","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Total, vehicle registrations","Number","223","units ","0","v1456742","2.1","608946","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Total, road motor vehicle registrations","Number","223","units ","0","v1456743","2.2","362191","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456744","2.3","335359","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456745","2.4","6044","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456746","2.5","5076","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Buses","Number","223","units ","0","v1456747","2.6","1343","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Motorcycles and mopeds","Number","223","units ","0","v1456748","2.7","14369","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Trailers","Number","223","units ","0","v1456749","2.8","54978","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Off-road, construction, farm vehicles","Number","223","units ","0","v1456750","2.9","191777","","","","0"
"2012","Prince Edward Island","2016A000211","Total, vehicle registrations","Number","223","units ","0","v1456751","3.1","113281","","","","0"
"2012","Prince Edward Island","2016A000211","Total, road motor vehicle registrations","Number","223","units ","0","v1456752","3.2","97842","","","","0"
"2012","Prince Edward Island","2016A000211","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456753","3.3","89382","","","","0"
"2012","Prince Edward Island","2016A000211","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456754","3.4","1764","","","","0"
"2012","Prince Edward Island","2016A000211","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456755","3.5","3199","","","","0"
"2012","Prince Edward Island","2016A000211","Buses","Number","223","units ","0","v1456756","3.6","97","","","","0"
"2012","Prince Edward Island","2016A000211","Motorcycles and mopeds","Number","223","units ","0","v1456757","3.7","3400","","","","0"
"2012","Prince Edward Island","2016A000211","Trailers","Number","223","units ","0","v1456758","3.8","13600","","","","0"
"2012","Prince Edward Island","2016A000211","Off-road, construction, farm vehicles","Number","223","units ","0","v1456759","3.9","1839","","","","0"
"2012","Nova Scotia","2016A000212","Total, vehicle registrations","Number","223","units ","0","v1456760","4.1","713780","","","","0"
"2012","Nova Scotia","2016A000212","Total, road motor vehicle registrations","Number","223","units ","0","v1456761","4.2","601124","","","","0"
"2012","Nova Scotia","2016A000212","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456762","4.3","559689","","","","0"
"2012","Nova Scotia","2016A000212","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456763","4.4","10474","","","","0"
"2012","Nova Scotia","2016A000212","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456764","4.5","9404","","","","0"
"2012","Nova Scotia","2016A000212","Buses","Number","223","units ","0","v1456765","4.6","1991","","","","0"
"2012","Nova Scotia","2016A000212","Motorcycles and mopeds","Number","223","units ","0","v1456766","4.7","19566","","","","0"
"2012","Nova Scotia","2016A000212","Trailers","Number","223","units ","0","v1456767","4.8","57825","","","","0"
"2012","Nova Scotia","2016A000212","Off-road, construction, farm vehicles","Number","223","units ","0","v1456768","4.9","54831","","","","0"
"2012","New Brunswick","2016A000213","Total, vehicle registrations","Number","223","units ","0","v1456769","5.1","717181","","","","0"
"2012","New Brunswick","2016A000213","Total, road motor vehicle registrations","Number","223","units ","0","v1456770","5.2","567629","","","","0"
"2012","New Brunswick","2016A000213","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456771","5.3","521925","","","","0"
"2012","New Brunswick","2016A000213","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456772","5.4","7866","","","","0"
"2012","New Brunswick","2016A000213","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456773","5.5","12242","","","","0"
"2012","New Brunswick","2016A000213","Buses","Number","223","units ","0","v1456774","5.6","3216","","","","0"
"2012","New Brunswick","2016A000213","Motorcycles and mopeds","Number","223","units ","0","v1456775","5.7","22380","","","","0"
"2012","New Brunswick","2016A000213","Trailers","Number","223","units ","0","v1456776","5.8","99623","","","","0"
"2012","New Brunswick","2016A000213","Off-road, construction, farm vehicles","Number","223","units ","0","v1456777","5.9","49929","","","","0"
